,,,,Submit new DC Emoji here!,,,,,,
,Emoji name,,ID#,"Don't edit, add digital ID to column C",UUID,,,,,
\u24C2,circledlatincapitalletterm,Ⓜ,480212,,http://digitalcollections.nypl.org/items/510d47db-b6cd-a3d9-e040-e00a18064a99,,,,,
\u25FC,blackmediumsquare,◼,491834,,http://digitalcollections.nypl.org/items/510d47dc-4188-a3d9-e040-e00a18064a99,,,,,
\u25FE,blackmediumsmallsquare,◾,491833,,http://digitalcollections.nypl.org/items/510d47dc-40eb-a3d9-e040-e00a18064a99,,,,,
\u2600,blacksunwithrays,☀,TROUVELOT_003,,http://digitalcollections.nypl.org/items/510d47dd-e81f-a3d9-e040-e00a18064a99,,,,,
\u2601,cloud,☁,5147113,,http://digitalcollections.nypl.org/items/64815aa0-ea71-0131-9680-58d385a7bbd0,,,,,
\u2602,umbrella,☂,2028960,,http://digitalcollections.nypl.org/items/a28f6f4c-fe1e-e2e4-e040-e00a1806033c,,,,,
\u2603,Snowman,☃,1683153,,http://digitalcollections.nypl.org/items/5e66b3e8-c451-d471-e040-e00a180654d7,,,,,
\u2604,comet,☄,1519589,,http://digitalcollections.nypl.org/items/510d47e2-deea-a3d9-e040-e00a18064a99,,,,,
\u260e,blacktelephone,☎,1667277,,http://digitalcollections.nypl.org/items/510d47d9-b17d-a3d9-e040-e00a18064a99,,,,,
\u2611,ballotboxwithcheck,☑,ps_mss_861,,http://digitalcollections.nypl.org/items/9310de90-00b1-32df-e040-e00a18065ec5,,,,,
\u2614,umbrellawithraindrops,☔,825361,,http://digitalcollections.nypl.org/items/510d47e1-263a-a3d9-e040-e00a18064a99,http://digitalcollections.nypl.org/items/510d47e1-338d-a3d9-e040-e00a18064a99,,,,
\u2615,hotbeverage,☕,2042248,,http://digitalcollections.nypl.org/items/a4958095-4641-074d-e040-e00a1806792c,,,,,
\u261D,whiteuppointingindex,☝,1622865,,http://digitalcollections.nypl.org/items/510d47e4-1345-a3d9-e040-e00a18064a99,,,,,
\u2622,RadioactiveSign,,409873,,http://digitalcollections.nypl.org/items/510d47e2-09a9-a3d9-e040-e00a18064a99,http://digitalcollections.nypl.org/items/510d47da-9419-a3d9-e040-e00a18064a99,,,,
\u2623,biohazardsign,☣,G91F208_013F,,http://digitalcollections.nypl.org/items/510d47e0-208e-a3d9-e040-e00a18064a99,,,,,
\u2648,aries,♈,1641024,,http://digitalcollections.nypl.org/items/510d47e4-7037-a3d9-e040-e00a18064a99,,,,,
\u2649,taurus,♉,1641030,,http://digitalcollections.nypl.org/items/510d47e4-703d-a3d9-e040-e00a18064a99,,,,,
\u264a,gemini,♊,1641040,,http://digitalcollections.nypl.org/items/510d47e4-7047-a3d9-e040-e00a18064a99,,,,,
\u264b,cancer,♋,1641056,,http://digitalcollections.nypl.org/items/510d47e4-7057-a3d9-e040-e00a18064a99,,,,,
\u264c,leo,♌,1641064,,http://digitalcollections.nypl.org/items/510d47e4-675f-a3d9-e040-e00a18064a99,,,,,
\u264d,virgo,♍,1641066,,http://digitalcollections.nypl.org/items/510d47e4-6761-a3d9-e040-e00a18064a99,,,,,
\u264e,libra,♎,1641076,,http://digitalcollections.nypl.org/items/510d47e4-676b-a3d9-e040-e00a18064a99,,,,,
\u264f,scorpius,♏,1641090,,http://digitalcollections.nypl.org/items/510d47e4-6779-a3d9-e040-e00a18064a99,,,,,
\u2650,sagittarius,♐,1641094,,http://digitalcollections.nypl.org/items/510d47e4-677d-a3d9-e040-e00a18064a99,,,,,
\u2651,capricorn,♑,1641004,,http://digitalcollections.nypl.org/items/510d47e4-7023-a3d9-e040-e00a18064a99,,,,,
\u2652,aquarius,♒,1641006,,http://digitalcollections.nypl.org/items/510d47e4-7025-a3d9-e040-e00a18064a99,,,,,
\u2653,pisces,♓,1641014,,http://digitalcollections.nypl.org/items/510d47e4-702d-a3d9-e040-e00a18064a99,,,,,
\u2660,blackspadesuit,♠,1579754,,http://digitalcollections.nypl.org/items/510d47e3-2541-a3d9-e040-e00a18064a99,,,,,
\u2663,blackclubsuit,♣,1579746,,http://digitalcollections.nypl.org/items/510d47e3-2539-a3d9-e040-e00a18064a99,,,,,
\u2665,blackheartsuit,♥,1579752,,http://digitalcollections.nypl.org/items/510d47e3-253f-a3d9-e040-e00a18064a99,,,,,
\u2666,blackdiamondsuit,♦,1579758,,http://digitalcollections.nypl.org/items/510d47e3-2545-a3d9-e040-e00a18064a99,,,,,
